id,label,timeset,indegree,outdegree,degree,weighted indegree,weighted outdegree,weighted degree,modularity_class,pageranks,componentnumber,strongcompnum,atp count,qual count,future count,comp color
5285,Matheus Haruo Yoshida Moucachen,,0,1,1,0.0,1.0,1.0,4,1.3162540327839612E-5,0,2790,0,0,1,green
5286,Patricio Espinosa,,0,2,2,0.0,2.0,2.0,4,1.3162540327839612E-5,0,2791,0,0,2,green
5287,Yancy Dennis,,0,2,2,0.0,2.0,2.0,2,1.3162540327839612E-5,0,2792,0,0,2,blue
5288,Rajat Maheshwari,,1,5,6,1.0,5.0,6.0,2,1.3921977804060749E-5,0,9,0,0,6,blue
5289,Hector Silva,,5,4,9,5.0,4.0,9.0,4,3.3056165612549705E-5,0,9,0,0,9,green
5290,Hayato Matsuda,,0,5,5,0.0,6.0,6.0,2,1.3162540327839612E-5,0,2793,0,0,6,blue
5291,Conor Taylor,,0,2,2,0.0,2.0,2.0,1,1.3162540327839612E-5,0,2795,0,0,2,brown
5292,Tomas Toman,,1,8,9,1.0,8.0,9.0,5,1.373435189543715E-5,0,9,0,0,9,purple
5293,Gilad Ben Zvi,,45,78,123,45.0,87.0,132.0,0,9.410519691115665E-5,0,9,0,3,129,dark green
5294,Luke Campbell,,0,7,7,0.0,7.0,7.0,1,1.3162540327839612E-5,0,2797,0,0,7,brown
5295,Rodolphe Mouveau,,0,1,1,0.0,1.0,1.0,3,1.3162540327839612E-5,0,2798,0,0,1,red
5296,Edoardo Eremin,,139,93,232,155.0,108.0,263.0,5,3.220931105203387E-4,0,9,0,15,248,purple
5297,Adil Eltaev,,0,1,1,0.0,1.0,1.0,0,1.3162540327839612E-5,0,2799,0,0,1,dark green
5298,Thomas Fabbiano,,248,168,416,282.0,205.0,487.0,5,8.343282609428653E-4,0,9,6,270,211,purple
5299,Warut Korkiatthaworn,,5,23,28,5.0,28.0,33.0,2,2.0049605200433195E-5,0,9,0,6,27,blue
5300,Martin Mendoza,,1,1,2,1.0,1.0,2.0,4,1.741961199285532E-5,0,9,0,0,2,green
5301,Brett D Clark,,1,2,3,1.0,2.0,3.0,2,1.8756620193806137E-5,0,2800,0,0,3,blue
5302,Damir Lunic,,0,1,1,0.0,1.0,1.0,3,1.3162540327839612E-5,0,2801,0,0,1,red
5303,Oscar Bustos,,1,2,3,1.0,2.0,3.0,4,1.4565795545323452E-5,0,9,0,0,3,green
5304,Pin Mahathavorn,,0,2,2,0.0,2.0,2.0,2,1.3162540327839612E-5,0,2802,0,0,2,blue
5305,Alessandro Colella,,55,86,141,55.0,100.0,155.0,5,1.1303141504100647E-4,0,9,0,0,155,purple
5306,Amir Vaziri,,1,5,6,1.0,5.0,6.0,5,1.4051059678936682E-5,0,9,0,0,6,purple
5307,Bruno Del Granado,,0,2,2,0.0,2.0,2.0,4,1.3162540327839612E-5,0,2803,0,0,2,green
5308,Igor Tubic,,7,27,34,8.0,28.0,36.0,1,2.4130904001949342E-5,0,9,0,5,31,brown
5309,Martin Shishkov,,1,4,5,1.0,4.0,5.0,5,1.4444247517334283E-5,0,9,0,0,5,purple
5310,Benjamin Dracos,,56,54,110,61.0,62.0,123.0,4,1.3055261134402722E-4,0,9,0,0,123,green
5311,Amine Ahouda,,7,13,20,7.0,14.0,21.0,5,3.363076358482601E-5,0,9,0,7,14,purple
5312,Sergei Bubka,,164,181,345,192.0,224.0,416.0,3,6.007201450180335E-4,0,9,30,285,101,red
5313,Marco Mokrzycki,,8,20,28,8.0,20.0,28.0,5,3.2310160498484004E-5,0,9,0,0,28,purple
5314,Jonathan Vargas Sanchez,,0,1,1,0.0,1.0,1.0,2,1.3162540327839612E-5,0,2805,0,0,1,blue
5315,Giuseppe Montenet,,1,1,2,1.0,1.0,2.0,5,1.4234766885181653E-5,0,9,0,0,2,purple
5316,Majdi Salim,,2,5,7,2.0,5.0,7.0,5,1.9550392605298604E-5,0,9,0,0,7,purple
5317,Gaston Paz,,15,25,40,15.0,32.0,47.0,4,5.659319130558494E-5,0,9,0,0,47,green
5318,Vlad Cristian Smighelschi,,0,1,1,0.0,1.0,1.0,0,1.3162540327839612E-5,0,2806,0,1,0,dark green
5319,Siddharth Alapati,,1,1,2,1.0,1.0,2.0,2,1.4561060294331243E-5,0,2807,0,0,2,blue
5320,Bruno Alvarez,,0,8,8,0.0,8.0,8.0,1,1.3162540327839612E-5,0,2808,0,0,8,brown
5321,Alex Blumenberg,,46,71,117,49.0,77.0,126.0,4,1.2476488995149328E-4,0,9,0,0,126,green
5322,Joao Barra,,2,8,10,2.0,9.0,11.0,5,1.763780422061283E-5,0,2040,0,2,9,purple
5323,Pavel Staubert,,9,22,31,10.0,25.0,35.0,5,3.20517951560549E-5,0,9,0,2,33,purple
5324,Matteo Galli,,56,61,117,62.0,73.0,135.0,5,1.6190029102750272E-4,0,9,0,0,135,purple
5325,Marcin Domaszewicz,,5,14,19,5.0,14.0,19.0,5,2.1638739317160615E-5,0,9,0,0,19,purple
5326,Marcos Fernandez Acanda,,0,1,1,0.0,1.0,1.0,4,1.3162540327839612E-5,0,2809,0,0,1,green
5327,Victor Andrei Ion,,1,5,6,1.0,5.0,6.0,0,1.4733305669877804E-5,0,9,0,0,6,dark green
5328,Aaron May,,0,1,1,0.0,1.0,1.0,0,1.3162540327839612E-5,0,2810,0,0,1,dark green
5329,Leonardo Mayer,,249,171,420,346.0,247.0,593.0,3,0.0013254368297287787,0,9,242,293,58,red
5330,Austin Ansari,,0,2,2,0.0,2.0,2.0,2,1.3162540327839612E-5,0,2811,0,0,2,blue
5331,Illya Marchenko,,245,171,416,325.0,236.0,561.0,3,0.0010874814471617917,0,9,98,386,77,red
5332,Christoph Muller,,0,1,1,0.0,1.0,1.0,5,1.3162540327839612E-5,0,2812,0,0,1,purple
5333,Juan Pablo Seminara,,0,4,4,0.0,4.0,4.0,4,1.3162540327839612E-5,0,2813,0,0,4,green
5334,Lourenzo Gasperini,,0,2,2,0.0,2.0,2.0,4,1.3162540327839612E-5,0,2814,0,0,2,green
5335,Daniel Skripnik,,16,44,60,17.0,45.0,62.0,0,3.31486364046493E-5,0,9,0,0,62,dark green
5336,Jean Baptiste Robin,,0,2,2,0.0,2.0,2.0,1,1.3162540327839612E-5,0,2815,0,0,2,brown
5337,Denis Yevseyev,,86,92,178,97.0,110.0,207.0,0,1.7489161979305964E-4,0,9,0,10,197,dark green
5338,Mariano Benedicti,,4,13,17,4.0,13.0,17.0,4,2.1834325693478095E-5,0,9,0,0,17,green
5339,Tomas Lipovsek Puches,,99,68,167,135.0,100.0,235.0,4,2.9071099480167963E-4,0,9,0,28,207,green
5340,Andre Tavares,,0,1,1,0.0,1.0,1.0,4,1.3162540327839612E-5,0,2816,0,0,1,green
5341,Themi Sitzoukis,,0,1,1,0.0,1.0,1.0,2,1.3162540327839612E-5,0,2817,0,0,1,blue
5342,Hui Zhang,,1,8,9,1.0,9.0,10.0,2,1.4512447453822212E-5,0,9,0,1,9,blue
5343,Jose Mario Ferreira,,0,1,1,0.0,1.0,1.0,4,1.3162540327839612E-5,0,2818,0,0,1,green
5344,Sid Ali Akkal,,0,3,3,0.0,3.0,3.0,4,1.3162540327839612E-5,0,2819,1,0,2,green
5345,Alex Domenech Menacho,,0,1,1,0.0,1.0,1.0,3,1.3162540327839612E-5,0,2820,0,0,1,red
5346,Alexander Caspari,,1,1,2,1.0,1.0,2.0,5,1.4293618776809576E-5,0,9,0,0,2,purple
5347,Rutger Balk,,0,2,2,0.0,2.0,2.0,3,1.3162540327839612E-5,0,2821,0,0,2,red
5348,Leonardo Baldi,,1,3,4,1.0,3.0,4.0,5,1.4282814830946307E-5,0,9,0,0,4,purple
5349,Magnus Ohrvall,,4,10,14,4.0,10.0,14.0,1,2.3205422827517644E-5,0,9,0,0,14,brown
5350,Aland Moyna,,0,1,1,0.0,1.0,1.0,4,1.3162540327839612E-5,0,2822,0,0,1,green
5351,Marcel Goodman,,0,13,13,0.0,13.0,13.0,5,1.3162540327839612E-5,0,2824,0,8,5,purple
5352,Jason Mallaiah,,0,3,3,0.0,3.0,3.0,4,1.3162540327839612E-5,0,2825,0,0,3,green
5353,Mateusz Kecki,,0,1,1,0.0,1.0,1.0,3,1.3162540327839612E-5,0,2826,0,0,1,red
5354,Piotr Matuszewski,,0,1,1,0.0,1.0,1.0,5,1.3162540327839612E-5,0,2827,0,0,1,purple
5355,Eduardo Abogabir,,0,1,1,0.0,1.0,1.0,4,1.3162540327839612E-5,0,2828,0,0,1,green
5356,Luigi Giannuzzi,,0,1,1,0.0,1.0,1.0,5,1.3162540327839612E-5,0,2829,0,0,1,purple
5357,Aleksandar Mihailovski,,0,2,2,0.0,2.0,2.0,5,1.3162540327839612E-5,0,2830,0,0,2,purple
5358,Hui Jin Hong,,0,1,1,0.0,1.0,1.0,2,1.3162540327839612E-5,0,2831,0,0,1,blue
5359,Samuel Shropshire,,6,10,16,6.0,10.0,16.0,2,2.2926267805664418E-5,0,9,0,0,16,blue
5360,Priit Suluste,,0,2,2,0.0,2.0,2.0,5,1.3162540327839612E-5,0,2832,0,0,2,purple
5361,Mike Doering,,0,1,1,0.0,1.0,1.0,5,1.3162540327839612E-5,0,2833,0,0,1,purple
5362,Peter Miklusicak,,10,15,25,10.0,17.0,27.0,5,3.7452718047487504E-5,0,9,0,0,27,purple
5363,Sevan Kelpetindjian,,0,1,1,0.0,1.0,1.0,3,1.3162540327839612E-5,0,2834,0,1,0,red
5364,Marc Westgate,,0,1,1,0.0,1.0,1.0,2,1.3162540327839612E-5,0,2835,0,0,1,blue
5365,Kazuya Takayama,,0,1,1,0.0,1.0,1.0,2,1.3162540327839612E-5,0,2837,0,0,1,blue
5366,Artur Romanowski,,10,36,46,10.0,39.0,49.0,1,3.32792192245426E-5,0,9,0,4,45,brown
5367,Andrei Pavel,,73,67,140,81.0,87.0,168.0,3,3.601280705403816E-4,0,9,125,43,0,red
5368,Maxime Pauwels,,1,2,3,1.0,2.0,3.0,5,1.4858245805228875E-5,0,1097,0,0,3,purple
5369,Robin Fahgen,,5,5,10,5.0,7.0,12.0,1,2.356765736485986E-5,0,9,0,3,9,brown
5370,Evan Furness,,3,8,11,3.0,8.0,11.0,5,2.0923940759680554E-5,0,9,0,0,11,purple
5371,Ho Min Kang,,4,12,16,5.0,12.0,17.0,2,2.6836667704818385E-5,0,9,0,0,17,blue
5372,Gian Issa,,0,3,3,0.0,3.0,3.0,2,1.3162540327839612E-5,0,2839,0,0,3,blue
5373,Robin Cambier,,1,3,4,1.0,3.0,4.0,5,1.612448402944745E-5,0,9,0,0,4,purple
5374,George Balafoutas,,3,13,16,3.0,13.0,16.0,1,1.6534810456164027E-5,0,9,0,0,16,brown
5375,David To,,28,50,78,32.0,57.0,89.0,2,8.240584789407039E-5,0,9,0,0,89,blue
5376,Silas Araujo De Cerqueira,,1,4,5,1.0,4.0,5.0,4,1.386200292644915E-5,0,9,0,0,5,green
5377,Jeffrey Fitch,,0,1,1,0.0,1.0,1.0,4,1.3162540327839612E-5,0,2840,0,0,1,green
5378,Giovanni Galuppo,,0,5,5,0.0,5.0,5.0,5,1.3162540327839612E-5,0,2841,0,0,5,purple
5379,Petar Tomic,,2,13,15,2.0,13.0,15.0,5,1.609855305753083E-5,0,9,0,0,15,purple
5380,Andrew Fitzpatrick,,79,79,158,87.0,94.0,181.0,1,1.7725350442607675E-4,0,9,0,4,177,brown
5381,Marco Guida,,0,1,1,0.0,1.0,1.0,5,1.3162540327839612E-5,0,2842,0,0,1,purple
5382,Konstantinos Economidis,,116,81,197,131.0,94.0,225.0,3,4.247691363589297E-4,0,9,22,140,63,red
5383,Stefan Wiespeiner,,45,35,80,48.0,38.0,86.0,5,1.3652296102016588E-4,0,9,0,2,84,purple
5384,Howard Scott,,0,1,1,0.0,1.0,1.0,5,1.3162540327839612E-5,0,2843,0,0,1,purple
5385,Ozren Damjanovski,,0,1,1,0.0,1.0,1.0,0,1.3162540327839612E-5,0,2844,0,0,1,dark green
5386,Christian Vitulli,,6,8,14,6.0,9.0,15.0,2,2.1754312487718165E-5,0,9,0,0,15,blue
5387,Gabriele Nardelli,,0,2,2,0.0,2.0,2.0,5,1.3162540327839612E-5,0,2845,0,0,2,purple
5388,Daniel Tyntaryov,,1,6,7,1.0,6.0,7.0,0,2.435070005977266E-5,0,2846,0,0,7,dark green
5389,Fabio Minami,,0,1,1,0.0,1.0,1.0,5,1.3162540327839612E-5,0,2847,0,0,1,purple
5390,Bogdan Buneci,,2,12,14,2.0,12.0,14.0,0,1.588786128818228E-5,0,2823,0,0,14,dark green
5391,Mohammed Abdel Gird,,0,1,1,0.0,1.0,1.0,0,1.3162540327839612E-5,0,2848,0,0,1,dark green
5392,Jan Frode Andersen,,10,12,22,10.0,12.0,22.0,3,4.5554697614273583E-5,0,9,6,16,0,red
5393,Kei Nishikori,,211,96,307,342.0,157.0,499.0,3,0.0018743778434520924,0,9,369,102,28,red
5394,Robert Herrera,,4,8,12,4.0,9.0,13.0,5,2.9319684702604322E-5,0,9,0,0,13,purple
5395,Patrick Nystroem,,0,1,1,0.0,1.0,1.0,5,1.3162540327839612E-5,0,2849,0,0,1,purple
5396,Carlos Guerrero Pancorbo,,0,1,1,0.0,1.0,1.0,1,1.3162540327839612E-5,0,2850,0,0,1,brown
5397,Ryan Harrison,,164,133,297,212.0,188.0,400.0,3,8.007637271935958E-4,0,9,158,211,31,red
5398,Wayne Black,,1,0,1,1.0,0.0,1.0,3,1.7775408220315385E-5,0,8,1,0,0,red
5399,Tomas Zivnicek,,0,2,2,0.0,3.0,3.0,4,1.3162540327839612E-5,0,2851,0,0,3,green
5400,Aron Hiltzik,,4,12,16,4.0,12.0,16.0,2,2.5142709983028414E-5,0,9,0,0,16,blue
5401,Patrick Grigoriu,,3,16,19,3.0,17.0,20.0,0,1.788568709557052E-5,0,9,0,1,19,dark green
5402,Guillerme Tavares Iantorno,,0,1,1,0.0,1.0,1.0,4,1.3162540327839612E-5,0,2852,0,0,1,green
5403,Guillermo Duran,,118,107,225,167.0,153.0,320.0,4,3.6730145823388904E-4,0,9,0,51,269,green
5404,Luis Henrique Grangeiro,,5,14,19,5.0,15.0,20.0,4,2.467908551213279E-5,0,9,0,1,19,green
5405,Juan Manuel Melian Puigventos,,0,2,2,0.0,2.0,2.0,1,1.3162540327839612E-5,0,2853,0,1,1,brown
5406,Anthony Assal,,0,1,1,0.0,1.0,1.0,2,1.3162540327839612E-5,0,2854,0,1,0,blue
5407,David Micevski,,0,2,2,0.0,2.0,2.0,5,1.3162540327839612E-5,0,2855,0,0,2,purple
5408,Phalkun Mam,,0,7,7,0.0,7.0,7.0,2,1.3162540327839612E-5,0,2856,0,0,7,blue
5409,Thibault Cancel,,4,13,17,4.0,14.0,18.0,5,2.065304145202198E-5,0,9,0,0,18,purple
5410,Johan Nikles,,9,11,20,9.0,11.0,20.0,5,4.5299331577743494E-5,0,9,0,0,20,purple
5411,Adi Malicbegovic,,0,1,1,0.0,1.0,1.0,5,1.3162540327839612E-5,0,2857,0,0,1,purple
5412,Luigi Esposito,,1,8,9,1.0,8.0,9.0,5,1.4376031835552355E-5,0,9,0,0,9,purple
5413,Jaume Farreny Reyes,,0,1,1,0.0,1.0,1.0,3,1.3162540327839612E-5,0,2858,0,0,1,red
5414,David Fontaine,,0,1,1,0.0,1.0,1.0,5,1.3162540327839612E-5,0,2859,0,1,0,purple
5415,Sergey Tuskov,,0,1,1,0.0,1.0,1.0,0,1.3162540327839612E-5,0,2860,0,0,1,dark green
5416,Aba Omodele Lucien,,0,1,1,0.0,1.0,1.0,3,1.3162540327839612E-5,0,2862,0,0,1,red
5417,Riccardo Rondinelli,,1,4,5,1.0,4.0,5.0,5,1.7147380846283086E-5,0,9,0,0,5,purple
5418,Ali Ghareeb,,5,29,34,5.0,30.0,35.0,2,2.981474899173429E-5,0,9,3,1,31,blue
5419,Feliciano Lopez,,197,131,328,335.0,288.0,623.0,3,0.0019181628712806775,0,9,593,30,0,red
5420,Jaco Mathew,,9,25,34,10.0,28.0,38.0,2,3.59047009489074E-5,0,9,0,0,38,blue
5421,Mateo Velasco,,0,2,2,0.0,2.0,2.0,4,1.3162540327839612E-5,0,2863,0,0,2,green
5422,Piercarlo Bianciardi,,2,6,8,2.0,6.0,8.0,4,1.7654741180977562E-5,0,9,0,0,8,green
5423,Simon Greul,,252,174,426,327.0,239.0,566.0,3,0.0012039899307152992,0,9,116,415,35,red
5424,Jeremy Vogt,,4,12,16,4.0,12.0,16.0,5,2.2421561274995673E-5,0,9,0,0,16,purple
5425,Felipe Soares,,14,19,33,14.0,22.0,36.0,4,3.4268881397655576E-5,0,9,0,1,35,green
5426,Kevin Jack Carpenter,,6,18,24,6.0,21.0,27.0,4,2.686191076115752E-5,0,9,0,1,26,green
5427,Takahiro Ittogi,,16,36,52,16.0,39.0,55.0,2,4.6915007620192916E-5,0,9,1,0,54,blue
5428,Scott Sears,,0,1,1,0.0,1.0,1.0,3,1.3162540327839612E-5,0,2864,0,1,0,red
5429,Jose Antonio Rodriguez Rodriguez,,2,15,17,2.0,15.0,17.0,4,1.7110376563515525E-5,0,9,0,0,17,green
5430,Matias Howells,,0,1,1,0.0,1.0,1.0,4,1.3162540327839612E-5,0,2865,0,0,1,green
5431,Jakhongir Khaydarov,,1,9,10,1.0,9.0,10.0,0,1.4148730318890882E-5,0,9,0,1,9,dark green
5432,Ahmed El Meery,,0,1,1,0.0,1.0,1.0,5,1.3162540327839612E-5,0,2866,0,0,1,purple
5433,Joao Antonio,,0,6,6,0.0,6.0,6.0,5,1.3162540327839612E-5,0,2867,0,1,5,purple
5434,Andrew Ochotta,,2,22,24,2.0,22.0,24.0,2,2.6218543218399172E-5,0,9,0,0,24,blue
5435,Gaston Bazzoni,,0,1,1,0.0,1.0,1.0,4,1.3162540327839612E-5,0,2868,0,0,1,green
5436,Kaden Hensel,,54,48,102,61.0,58.0,119.0,2,1.3855194404484219E-4,0,9,0,23,96,blue
5437,Ignacio Hernandez,,0,1,1,0.0,1.0,1.0,5,1.3162540327839612E-5,0,2869,0,0,1,purple
5438,Stanislav Bykov,,4,16,20,4.0,16.0,20.0,0,1.763197641264194E-5,0,9,2,2,16,dark green
5439,Cekina Niyonshuti,,0,1,1,0.0,1.0,1.0,0,1.3162540327839612E-5,0,2870,0,0,1,dark green
5440,Philip Therp,,0,1,1,0.0,1.0,1.0,1,1.3162540327839612E-5,0,2871,0,0,1,brown
5441,Greg Rusedski,,31,30,61,38.0,42.0,80.0,3,1.7871282075499254E-4,0,9,75,5,0,red
5442,Miguel Belfort Otero,,0,2,2,0.0,2.0,2.0,2,1.3162540327839612E-5,0,2873,0,0,2,blue
5443,Dennis Lajola,,40,37,77,41.0,38.0,79.0,2,1.0174223882245517E-4,0,9,1,14,64,blue
5444,Antoine Breikeh,,0,1,1,0.0,1.0,1.0,5,1.3162540327839612E-5,0,2874,1,0,0,purple
5445,Damian Patriarca,,112,74,186,143.0,85.0,228.0,4,4.173322223194719E-4,0,9,1,39,188,green
5446,Harutyun Sofyan,,8,9,17,8.0,10.0,18.0,0,2.722561580271544E-5,0,9,0,0,18,dark green
5447,Nick Cavaday,,8,19,27,9.0,20.0,29.0,1,2.7634689555926512E-5,0,9,0,2,27,brown
5448,Marko Tepavac,,105,63,168,118.0,68.0,186.0,5,2.3643223809999246E-4,0,9,0,4,182,purple
5449,Ioannis Brokakis,,0,3,3,0.0,3.0,3.0,1,1.3162540327839612E-5,0,2877,0,0,3,brown
5450,Shashank Vij,,0,1,1,0.0,1.0,1.0,1,1.3162540327839612E-5,0,2878,0,0,1,brown
5451,Gregor Opferman,,0,1,1,0.0,1.0,1.0,4,1.3162540327839612E-5,0,2879,0,0,1,green
5452,Francesco Carenza,,0,2,2,0.0,2.0,2.0,5,1.3162540327839612E-5,0,2880,0,0,2,purple
5453,Sami Beceren,,0,5,5,0.0,5.0,5.0,5,1.3162540327839612E-5,0,2881,0,1,4,purple
5454,Thomas Michaud,,0,1,1,0.0,1.0,1.0,4,1.3162540327839612E-5,0,2882,0,0,1,green
5455,Edward Corrie,,145,108,253,182.0,131.0,313.0,1,4.502496749393969E-4,0,9,1,48,264,brown
5456,Musawenkosi Sandile Mpondi,,0,1,1,0.0,1.0,1.0,5,1.3162540327839612E-5,0,2883,0,0,1,purple
5457,Jorge Mendieta,,0,6,6,0.0,6.0,6.0,5,1.3162540327839612E-5,0,2884,0,0,6,purple
5458,Andres Devletian,,0,1,1,0.0,1.0,1.0,4,1.3162540327839612E-5,0,2885,0,0,1,green
5459,Victor Amorim Gonzaga,,1,4,5,1.0,5.0,6.0,4,2.435070005977266E-5,0,2886,0,0,6,green
5460,Robert Buyinza,,1,6,7,1.0,6.0,7.0,0,2.435070005977266E-5,0,2436,0,0,7,dark green
5461,Lucca Takeda Baptista,,0,1,1,0.0,1.0,1.0,4,1.3162540327839612E-5,0,2887,0,0,1,green
5462,Efstathios Tsiranidis,,0,1,1,0.0,1.0,1.0,5,1.3162540327839612E-5,0,2888,0,0,1,purple
5463,Huntley Montgomery,,1,3,4,1.0,3.0,4.0,3,1.7532742350105264E-5,0,9,0,4,0,red
5464,David Veza,,0,1,1,0.0,1.0,1.0,0,1.3162540327839612E-5,0,2889,0,0,1,dark green
5465,Sebastian Exequiel Pini,,49,51,100,54.0,65.0,119.0,4,1.5860151616928222E-4,0,9,0,3,116,green
5466,Florin Mergea,,105,83,188,117.0,91.0,208.0,0,3.64668941671698E-4,0,9,4,72,132,dark green
5467,Lassine Kone,,0,1,1,0.0,1.0,1.0,1,1.3162540327839612E-5,0,2890,0,0,1,brown
5468,Daryoush Saber,,0,1,1,0.0,1.0,1.0,5,1.3162540327839612E-5,0,2891,0,0,1,purple
5469,Vukasin Teofanovic,,0,2,2,0.0,2.0,2.0,5,1.3162540327839612E-5,0,2892,0,0,2,purple
5470,Matjaz Pogacnik,,3,2,5,3.0,2.0,5.0,5,2.216589997939665E-5,0,9,0,0,5,purple
5471,Kim Moellers,,5,16,21,5.0,16.0,21.0,5,2.3243472756863324E-5,0,9,0,0,21,purple
5472,Jorj Karapetyan,,0,2,2,0.0,2.0,2.0,0,1.3162540327839612E-5,0,2893,0,0,2,dark green
5473,Joshua Jones,,16,26,42,17.0,27.0,44.0,1,4.0889585782247146E-5,0,9,0,0,44,brown
5474,James Clow,,0,3,3,0.0,3.0,3.0,2,1.3162540327839612E-5,0,2894,0,0,3,blue
5475,Michal Dembek,,7,11,18,7.0,12.0,19.0,5,3.4713221163712606E-5,0,9,0,3,16,purple
5476,Antonio Cembellin,,2,7,9,2.0,7.0,9.0,5,1.5895397562640946E-5,0,9,0,2,7,purple
5477,Kirati Siributwong,,36,60,96,36.0,75.0,111.0,2,1.1910096723352516E-4,0,9,1,2,108,blue
5478,Santiago Foschiatti,,0,1,1,0.0,1.0,1.0,4,1.3162540327839612E-5,0,2895,0,0,1,green
5479,Sathi Reddy,,0,1,1,0.0,1.0,1.0,0,1.3162540327839612E-5,0,2896,0,0,1,dark green
5480,Daniel Guccione,,5,20,25,5.0,21.0,26.0,2,2.278651090670108E-5,0,9,0,0,26,blue
5481,Ener Gursoy,,0,1,1,0.0,1.0,1.0,3,1.3162540327839612E-5,0,2897,0,0,1,red
5482,Javier Garrapiz Borderias,,11,19,30,12.0,24.0,36.0,1,4.372869659352658E-5,0,9,0,1,35,brown
5483,Alexandru Raul Lazar,,34,52,86,37.0,64.0,101.0,0,9.413950900148118E-5,0,9,0,2,99,dark green
5484,Teimouraz Metreveli,,0,2,2,0.0,2.0,2.0,5,1.3162540327839612E-5,0,2898,0,1,1,purple
5485,Alberto Santos Bravo,,6,17,23,6.0,18.0,24.0,5,3.0100456390667683E-5,0,9,0,0,24,purple
5486,Ilie Babinciuc,,0,4,4,0.0,4.0,4.0,4,1.3162540327839612E-5,0,2899,0,0,4,green
5487,Gabriel Petit,,13,16,29,14.0,18.0,32.0,5,5.5827674675347476E-5,0,9,0,1,31,purple
5488,Milos Mihajlovic,,0,1,1,0.0,1.0,1.0,5,1.3162540327839612E-5,0,2900,0,0,1,purple
5489,Abror Isakov,,0,8,8,0.0,8.0,8.0,0,1.3162540327839612E-5,0,2901,0,0,8,dark green
5490,Karue Sell,,4,8,12,4.0,10.0,14.0,4,2.2063090037448616E-5,0,9,0,1,13,green
5491,Pannhara Mam,,0,5,5,0.0,5.0,5.0,5,1.3162540327839612E-5,0,2902,0,0,5,purple
5492,Giulio Mazzoli,,0,2,2,0.0,2.0,2.0,5,1.3162540327839612E-5,0,2903,0,0,2,purple
5493,Andrey Pozhidaev,,0,3,3,0.0,3.0,3.0,0,1.3162540327839612E-5,0,2904,0,0,3,dark green
5494,Nam Hoang Ly,,10,18,28,10.0,19.0,29.0,2,3.7686899261761686E-5,0,9,0,1,28,blue
5495,Milo Johnson,,0,2,2,0.0,2.0,2.0,0,1.3162540327839612E-5,0,2905,0,0,2,dark green
5496,Othmane Lalami,,0,5,5,0.0,5.0,5.0,2,1.3162540327839612E-5,0,2907,0,0,5,blue
5497,Rasid Winklaar,,5,8,13,5.0,8.0,13.0,4,2.4348202254421332E-5,0,9,7,0,6,green
5498,Ethan Coker,,0,1,1,0.0,1.0,1.0,5,1.3162540327839612E-5,0,2908,0,0,1,purple
5499,Zhicheng Zhu,,4,15,19,4.0,15.0,19.0,2,1.726025146090808E-5,0,9,0,2,17,blue
5500,Hunter Harrington,,4,8,12,4.0,9.0,13.0,2,2.3701918297644633E-5,0,9,0,1,12,blue
5501,Maximiliano Prieto,,0,1,1,0.0,1.0,1.0,0,1.3162540327839612E-5,0,2909,0,0,1,dark green
5502,Ryan Agar,,45,79,124,48.0,89.0,137.0,2,1.0268246470216068E-4,0,9,0,9,128,blue
5503,Yuri Bezeruk,,56,80,136,56.0,94.0,150.0,2,1.1290660334019139E-4,0,9,0,0,150,blue
5504,Yusuke Takemoto,,1,1,2,1.0,1.0,2.0,2,1.8756620193806137E-5,0,1732,0,0,2,blue
5505,Robert Quentin,,12,27,39,12.0,27.0,39.0,5,3.428498808879486E-5,0,9,0,3,36,purple
5506,Francesco Salviato,,0,2,2,0.0,2.0,2.0,5,1.3162540327839612E-5,0,2910,0,0,2,purple
5507,Haru Inoue,,0,1,1,0.0,1.0,1.0,2,1.3162540327839612E-5,0,2911,0,0,1,blue
5508,Ruben Gonzales,,49,71,120,50.0,78.0,128.0,4,1.1518014268327728E-4,0,9,11,5,112,green
5509,Kirill Dmitriev,,105,91,196,116.0,106.0,222.0,5,2.643533399390384E-4,0,9,0,6,216,purple
5510,Antonio Van Grichen,,0,1,1,0.0,1.0,1.0,1,1.3162540327839612E-5,0,2912,0,0,1,brown
5511,James Junior Storme,,10,35,45,10.0,38.0,48.0,5,5.521966544816794E-5,0,9,0,0,48,purple
5512,Tim Henman,,52,34,86,61.0,50.0,111.0,3,3.479729129492489E-4,0,9,111,0,0,red
5513,Jaume Munar,,24,25,49,24.0,25.0,49.0,5,8.677730304211492E-5,0,9,3,15,31,purple
5514,Gergely Madarasz,,27,29,56,28.0,30.0,58.0,5,7.198681041765743E-5,0,9,0,0,58,purple
5515,Vasilis Mazarakis,,105,65,170,115.0,75.0,190.0,3,3.9166669058306685E-4,0,9,5,124,61,red
5516,Filipos Papachristopoulos,,1,3,4,1.0,3.0,4.0,1,1.3992159558424001E-5,0,9,0,0,4,brown
5517,Dejan Cvetkovic,,10,11,21,11.0,11.0,22.0,4,4.114265658129093E-5,0,9,0,0,22,green
5518,Christopher Racz,,51,98,149,54.0,122.0,176.0,4,1.3720921216413168E-4,0,9,0,1,175,green
5519,Jhonatan Gonzalez,,4,9,13,4.0,9.0,13.0,4,2.2750708244429735E-5,0,9,0,0,13,green
