id,label,timeset,indegree,outdegree,degree,weighted indegree,weighted outdegree,weighted degree,eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,componentnumber,strongcompnum,clustering,pageranks,wta count,itf count,comp color
8135,Tathiana Garbin,,131,96,227,167,139,306,9,0.294117647,0.330650486,1.01E-04,1,0,4,0.270375997,8.78E-04,192,114,red
8137,So Ra Lee,,74,65,139,85,77,162,9,0.32705285,0.362261945,5.38E-04,5,0,4,0.115483873,2.85E-04,10,152,green
8139,Aleksandra Lukic,,9,21,30,10,21,31,9,0.299736697,0.327662743,4.41E-05,0,0,4,0.089655176,5.51E-05,0,31,purple
8142,Elena Chalova,,113,83,196,127,91,218,9,0.324473021,0.362037632,4.25E-04,4,0,4,0.084369183,4.76E-04,0,218,brown
8143,Mari Inoue,,31,58,89,35,84,119,9,0.314710042,0.347629667,5.89E-04,5,0,4,0.137084931,1.00E-04,0,119,green
8144,Nina Potocnik,,20,16,36,20,16,36,9,0.285189932,0.306789403,1.26E-04,0,0,4,0.071428575,7.55E-05,0,36,purple
8146,Marlena Metzinger,,17,26,43,17,27,44,9,0.302683651,0.331303646,1.55E-04,0,0,4,0.054878049,6.02E-05,0,44,purple
8148,Remi Tezuka,,71,98,169,87,139,226,9,0.329607434,0.36813869,8.40E-04,5,0,4,0.116905496,2.57E-04,0,226,green
8149,Karina Kalkenova,,1,23,24,1,23,24,9,0.297732661,0.320446068,4.15E-06,0,0,46,0.065217391,1.92E-05,0,24,purple
8152,Samia Medjahdi,,59,60,119,61,64,125,9,0.319704787,0.354946333,4.56E-04,4,0,4,0.049656749,1.98E-04,5,120,brown
8153,Jasmina Tinjic,,110,84,194,119,97,216,9,0.326202852,0.364860807,4.77E-04,0,0,4,0.107432052,4.69E-04,13,203,purple
8154,Dilara Yurtkuran,,5,22,27,5,23,28,9,0.309751313,0.337923456,4.31E-04,0,0,4,0.03846154,4.31E-05,0,28,purple
8155,Berengere Teix,,7,8,15,7,8,15,9,0.275046356,0.296795483,8.54E-06,4,0,4,0.028571429,3.40E-05,0,15,brown
8160,Aurelija Miseviciute,,7,6,13,7,6,13,10,0.268616583,0.290777275,1.46E-04,4,0,4,0.083333336,4.63E-05,12,1,brown
8161,Angelika Aliev,,10,10,20,11,10,21,9,0.295164014,0.318578076,1.50E-04,0,0,4,0.061403509,5.30E-05,0,21,purple
8168,Carolina Prats Millan,,36,54,90,41,63,104,9,0.33240527,0.36549135,4.11E-04,0,0,4,0.073461011,1.12E-04,0,104,purple
8169,Wen Hao Wu,,9,9,18,9,9,18,10,0.262311773,0.283379218,7.20E-05,5,0,4,0.128676474,4.40E-05,0,18,green
8171,Hermon Brhane,,10,10,20,10,10,20,9,0.296397215,0.320156785,6.58E-05,4,0,4,0.050000001,4.58E-05,0,20,brown
8172,Jana Fett,,61,36,97,68,42,110,9,0.316418875,0.348568672,1.95E-04,0,0,4,0.081223123,2.88E-04,0,110,purple
8178,Amanda Keen,,42,43,85,43,45,88,9,0.295395571,0.326971724,6.67E-05,1,0,4,0.119600356,1.69E-04,3,85,red
8179,Anastasiya Fedoryshyn,,4,7,11,4,7,11,9,0.289336801,0.311107139,6.40E-05,0,0,4,0.054545455,3.97E-05,0,11,purple
8181,Nao Hibino,,97,49,146,122,58,180,10,0.307745505,0.340787003,1.32E-04,5,0,4,0.12730135,4.92E-04,8,172,green
8182,Zita Horanyi,,6,7,13,6,8,14,10,0.270486821,0.293416346,7.95E-06,4,0,4,0.015151516,3.15E-05,0,14,brown
8183,Pemra Ozgen,,249,199,448,298,246,544,9,0.354299363,0.403310634,0.003475262,0,0,4,0.053046521,0.001015931,37,507,purple
8184,Katie Swan,,11,4,15,11,4,15,9,0.274506505,0.295074015,4.74E-06,0,0,4,0.071428575,6.02E-05,1,14,purple
8186,Megan Moulton Levy,,35,34,69,35,34,69,9,0.311050391,0.342443861,1.59E-04,3,0,4,0.093283579,1.44E-04,0,69,blue
8187,Alona Bondarenko,,147,102,249,204,169,373,10,0.28966211,0.326704606,1.08E-04,1,0,4,0.302397788,0.001343305,314,59,red
8192,Oleksandra Piskun,,39,72,111,41,77,118,9,0.339553274,0.375717609,8.92E-04,0,0,4,0.035707988,1.47E-04,0,118,purple
8193,Claire Feuerstein,,193,139,332,242,190,432,9,0.331931918,0.37561668,9.26E-04,1,0,4,0.12025138,9.99E-04,16,416,red
8194,Karola Patricia Bejenaru,,7,7,14,7,7,14,9,0.282441867,0.302730921,7.48E-06,0,0,4,0.051282052,4.28E-05,0,14,purple
8202,Cristina Adamescu,,73,67,140,74,74,148,9,0.336634344,0.371085007,0.002528527,0,0,4,0.047386963,2.55E-04,0,148,purple
8203,Estelle Cascino,,64,56,120,66,60,126,9,0.325270782,0.359362728,4.37E-04,0,0,4,0.053887483,2.50E-04,0,126,purple
8206,Nadiya Kichenok,,122,90,212,138,118,256,9,0.329407806,0.367617426,3.84E-04,0,0,4,0.102998063,5.61E-04,21,235,purple
8207,Alena Karpova,,3,7,10,3,7,10,9,0.283095252,0.30151353,2.51E-06,0,0,4,0.033333335,2.23E-05,0,10,purple
8208,Anna Kadagidze,,0,10,10,0,10,10,9,0.27674839,0.294830011,0,0,0,3986,0.022222223,1.61E-05,0,10,purple
8209,Brandy Mina,,27,35,62,28,39,67,9,0.317939725,0.346554956,5.42E-04,3,0,4,0.045742992,1.03E-04,0,67,blue
8211,Farida Karaieva,,14,19,33,14,20,34,9,0.304169515,0.331176533,5.81E-05,0,0,4,0.052083332,5.11E-05,0,34,purple
8212,Claudine Schaul,,93,124,217,100,142,242,9,0.334746632,0.377155342,6.96E-04,1,0,4,0.104057945,3.92E-04,39,203,red
8213,Karin Morgosova,,94,74,168,104,84,188,9,0.331011631,0.36818198,6.60E-04,0,0,4,0.055650827,3.70E-04,0,188,purple
8214,Joana Vale Costa,,18,25,43,19,27,46,9,0.312480051,0.340719069,3.83E-04,0,0,4,0.056478404,6.75E-05,1,45,purple
8215,Na Lae Han,,89,70,159,104,93,197,9,0.321109945,0.355973945,8.20E-04,5,0,4,0.110050887,3.83E-04,4,193,green
8217,Carlotta Orlando,,9,23,32,10,27,37,9,0.305250686,0.333240592,2.13E-05,4,0,4,0.127016127,4.22E-05,0,37,brown
8222,Amira Benaissa,,11,14,25,11,14,25,9,0.298712394,0.320841886,9.19E-05,0,0,4,0.023550725,4.80E-05,3,22,purple
8223,Susanna Mussi,,14,40,54,14,43,57,9,0.310557036,0.341755355,3.42E-04,4,0,4,0.083454281,5.68E-05,0,57,brown
8224,Joana Eidukonyte,,16,10,26,16,10,26,9,0.288722425,0.31131532,2.80E-05,0,0,4,0.03846154,6.59E-05,8,18,purple
8225,Oksana Pavlova,,16,22,38,16,24,40,9,0.300454211,0.328593722,4.63E-05,0,0,4,0.081081077,6.54E-05,0,40,purple
8230,Ana Veselinovic,,107,70,177,113,76,189,9,0.33045298,0.367041604,0.001491864,0,0,4,0.035960834,3.60E-04,3,186,purple
8234,Melissa Silva,,1,10,11,1,10,11,9,0.28707124,0.306575906,5.60E-05,3,0,1782,0.200000003,2.97E-05,0,11,blue
8237,Deeon Mladin,,3,16,19,3,16,19,9,0.303396554,0.328891402,2.02E-05,5,0,4,0.032163743,1.91E-05,0,19,green
8238,Shikha Uberoi,,62,81,143,66,92,158,9,0.312440161,0.348670574,3.03E-04,1,0,4,0.148811504,2.75E-04,30,128,red
8244,Alexandra Dulgheru,,208,135,343,254,182,436,9,0.324279563,0.366665289,0.001079682,1,0,4,0.159807533,0.001310397,175,261,red
8245,Ana Catarina Nogueira,,39,37,76,41,37,78,9,0.309516282,0.34150064,5.45E-04,4,0,4,0.057267886,1.68E-04,10,68,brown
8248,Ioana Gaspar,,24,16,40,25,19,44,9,0.292064439,0.318513709,5.37E-05,0,0,4,0.144894898,1.10E-04,0,44,purple
8249,Karoline Kurz,,13,21,34,13,21,34,9,0.309770915,0.33676257,1.32E-04,0,0,4,0.061553031,6.97E-05,0,34,purple
8251,Marcela Guimaraes Bueno,,17,60,77,17,75,92,7,0.338099185,0.370164405,7.68E-04,3,0,4,0.079639636,7.69E-05,0,92,blue
8252,Julija Kulibaba,,3,8,11,3,8,11,9,0.291473145,0.31102372,2.15E-05,0,0,4,0.063636363,2.86E-05,0,11,purple
8254,Ksenia Sidorova,,2,9,11,2,9,11,9,0.284427658,0.304951278,2.19E-04,4,0,4,0.045454547,2.08E-05,0,11,brown
8255,Nikola Hofmanova,,92,97,189,100,109,209,9,0.331504808,0.37190387,5.41E-04,0,0,4,0.107027233,3.94E-04,6,203,purple
8259,Shahar Peer,,209,135,344,346,253,599,9,0.310931843,0.352390113,3.46E-04,1,0,4,0.235388666,0.002202057,508,91,red
8260,Deniz Khazaniuk,,139,82,221,178,88,266,8,0.344306112,0.38043898,0.001675712,0,0,4,0.046223063,5.43E-04,0,266,purple
8261,Fatima Olaso De La Rica,,2,8,10,2,8,10,9,0.258693584,0.275478217,2.53E-05,4,0,4,0.022222223,2.42E-05,0,10,brown
8264,Maria Zharkova,,40,54,94,42,55,97,9,0.320227659,0.354512298,3.02E-04,0,0,4,0.070725031,1.62E-04,0,97,purple
8265,Sophie Letcher,,21,33,54,22,36,58,9,0.310813385,0.341398333,2.13E-04,5,0,4,0.162895933,7.47E-05,0,58,green
8266,Chinenye Ndidi Izuogu,,1,9,10,1,9,10,9,0.291793313,0.311289423,1.81E-06,0,0,3985,0.077777781,1.74E-05,0,10,purple
8267,Rianna Valdes,,16,13,29,18,13,31,9,0.274198969,0.29555515,7.83E-05,3,0,4,0.045566503,8.94E-05,0,31,blue
8269,Mitsumi Kawasaki,,6,13,19,6,14,20,9,0.2802267,0.301723819,1.11E-04,5,0,4,0.083333336,3.96E-05,0,20,green
8270,Viet Ha Ngo,,9,16,25,9,17,26,9,0.297550301,0.323557728,9.25E-05,4,0,4,0.045000002,3.22E-05,0,26,brown
8271,Mi Yoo,,112,70,182,146,93,239,9,0.318332575,0.354829434,6.56E-04,5,0,4,0.116212822,5.22E-04,9,230,green
8272,Cristina Greco Naccarato,,4,14,18,4,15,19,9,0.289131719,0.313246348,8.31E-05,4,0,4,0.05882353,2.62E-05,0,19,brown
8273,Jennifer Tuchband,,15,21,36,16,21,37,9,0.292186474,0.3206303,3.34E-05,4,0,4,0.063025214,5.93E-05,0,37,brown
8274,Jawairiah Noordin,,14,21,35,14,22,36,9,0.297912483,0.324679864,2.46E-04,5,0,4,0.101604275,6.63E-05,4,32,green
8275,Daria Afanasyeva,,10,19,29,11,19,30,9,0.303641213,0.329187623,6.10E-05,0,0,4,0.046798028,4.29E-05,0,30,purple
8279,Janina Geiss,,0,17,17,0,18,18,9,0.310712247,0.33402233,0,0,0,4010,0.040441178,1.61E-05,0,18,purple
8282,Kamilla Farhad,,1,12,13,1,12,13,9,0.297423745,0.323090779,2.28E-06,0,0,4,0.07692308,1.75E-05,4,9,purple
8284,Yulia Fedossova,,108,108,216,118,134,252,9,0.317589048,0.357772184,2.76E-04,1,0,4,0.138901576,4.46E-04,26,226,red
8291,Yagmur Akdemir,,1,38,39,1,38,39,9,0.322088512,0.351689303,1.08E-05,0,0,2665,0.058704454,1.95E-05,0,39,purple
8295,Renata Bakieva,,19,19,38,20,21,41,9,0.303961749,0.331017721,3.79E-05,0,0,4,0.080369845,6.69E-05,0,41,purple
8297,Lenka Kuncikova,,26,26,52,26,27,53,9,0.298021309,0.32463317,5.32E-05,0,0,4,0.049411766,9.98E-05,0,53,purple
8298,Elisa Balsamo,,85,69,154,98,78,176,9,0.322166645,0.357941858,5.10E-04,4,0,4,0.087121211,3.74E-04,0,176,brown
8301,Hanne Skak Jensen,,77,65,142,81,72,153,9,0.325205953,0.36130243,5.85E-04,0,0,4,0.060827252,2.68E-04,9,144,purple
8304,Ebony Panoho,,1,9,10,1,9,10,9,0.285239788,0.308545163,2.07E-04,5,0,4,0.13333334,1.75E-05,0,10,green
8305,Valeria Prosperi,,80,58,138,86,63,149,8,0.331235621,0.363965417,0.001032468,0,0,4,0.035710339,2.75E-04,0,149,purple
8306,Charlene Seateun,,26,27,53,27,27,54,9,0.314063904,0.343538272,6.29E-05,0,0,4,0.090120666,9.63E-05,0,54,purple
8310,Erin Clark,,12,48,60,13,50,63,8,0.335687834,0.366270976,5.28E-04,3,0,4,0.029378532,5.99E-05,0,63,blue
8313,Lisa Matviyenko,,26,30,56,26,30,56,9,0.310379811,0.336400927,3.85E-04,0,0,4,0.038720537,1.27E-04,0,56,purple
8319,Alexandra Iulia Iacob,,6,11,17,6,14,20,9,0.271702931,0.29169423,7.20E-05,0,0,4,0.169117644,4.38E-05,0,20,purple
8321,Eleanor Dean,,30,16,46,31,17,48,9,0.300049038,0.325484135,6.45E-05,0,0,4,0.048309177,1.22E-04,0,48,purple
8322,Chi Fan Liu,,3,18,21,3,18,21,9,0.292675635,0.317733758,1.12E-04,5,0,4,0.140476197,2.25E-05,0,21,green
8324,Michelle Larcher De Brito,,172,127,299,207,168,375,9,0.321806587,0.363221136,2.96E-04,1,0,4,0.179887548,0.001015706,92,283,red
8330,Naiktha Bains,,4,21,25,4,21,25,9,0.294843995,0.321792808,3.71E-04,5,0,4,0.086666666,2.67E-05,0,25,green
8333,Lucie Safarova,,195,130,325,351,252,603,9,0.30197409,0.341983722,1.14E-04,1,0,4,0.280613661,0.00263523,542,61,red
8335,Carly Gullickson,,103,89,192,125,110,235,9,0.307513507,0.344972356,2.02E-04,1,0,4,0.171086401,4.91E-04,16,219,red
8340,Francisca Sintes Martin,,15,19,34,15,19,34,9,0.298003166,0.326324156,2.21E-05,4,0,4,0.139112905,5.72E-05,0,34,brown
8350,Maren Kassens,,13,28,41,14,31,45,9,0.308871782,0.338543866,3.97E-04,0,0,4,0.050000001,8.25E-05,0,45,purple
8357,Elena Gabriela Ruse,,15,15,30,15,16,31,9,0.29722509,0.321371824,1.58E-05,0,0,4,0.076354682,6.51E-05,0,31,purple
8361,Julie Gervais,,12,13,25,14,14,28,9,0.301360586,0.326509801,2.03E-05,0,0,4,0.045289855,6.02E-05,0,28,purple
8362,Polina Rodionova,,16,19,35,16,20,36,9,0.303886268,0.329924364,3.46E-05,0,0,4,0.049019609,5.12E-05,0,36,purple
8368,Angelika Bachmann,,92,86,178,101,97,198,9,0.298967813,0.335651458,1.62E-04,1,0,4,0.179835528,4.31E-04,11,187,red
8373,Linda Smolenakova,,28,22,50,28,22,50,9,0.287822661,0.314459766,2.56E-04,4,0,4,0.040391158,9.10E-05,0,50,brown
8374,Elke Tiel,,10,17,27,10,17,27,9,0.305689128,0.330563419,4.43E-05,0,0,4,0.078461535,4.92E-05,0,27,purple
8375,Natali Coronel,,4,12,16,4,12,16,9,0.289251315,0.310489161,2.86E-06,3,0,4,0.412499994,2.37E-05,0,16,blue
8378,Tina Pisnik,,5,11,16,5,12,17,10,0.267866915,0.291879955,8.46E-07,1,0,4,0.237499997,3.50E-05,5,12,red
8379,Alexandra Hirsch,,7,13,20,7,13,20,9,0.302664935,0.328007361,3.41E-05,3,0,4,0.098039217,3.98E-05,0,20,blue
8380,Misa Kinoshita,,22,29,51,22,32,54,9,0.311604813,0.339046403,2.04E-04,5,0,4,0.101190478,8.01E-05,0,54,green
8381,Pia Konig,,99,87,186,107,99,206,8,0.346156566,0.382713897,0.001480232,0,0,4,0.037725192,3.31E-04,0,206,purple
8382,Leslie Butkiewicz,,31,18,49,31,18,49,9,0.283735219,0.31121277,2.60E-05,4,0,4,0.090868793,1.17E-04,1,48,brown
8386,Anna Bartenstein,,31,40,71,33,42,75,9,0.317300836,0.348875107,4.40E-04,3,0,4,0.06852103,1.32E-04,0,75,blue
8387,Yurika Sema,,216,167,383,260,224,484,9,0.338895043,0.38540704,0.001963474,5,0,4,0.086821608,9.02E-04,9,475,green
8391,Daria Glushich,,2,8,10,2,8,10,9,0.290106635,0.309111344,1.26E-05,0,0,1956,0,2.39E-05,0,10,purple
8393,Federica Dambrosio,,3,14,17,3,14,17,9,0.297839976,0.322978177,2.19E-04,4,0,4,0.066176474,2.10E-05,0,17,brown
8395,Sachia Vickery,,82,70,152,96,84,180,9,0.318332575,0.35363839,1.88E-04,3,0,4,0.12296474,4.11E-04,21,159,blue
8401,Elodie Rogge Dietrich,,49,42,91,51,44,95,9,0.329518681,0.361943026,6.64E-04,5,0,4,0.045041434,1.95E-04,0,95,green
8402,Estefania Craciun,,108,54,162,141,66,207,9,0.31328,0.34684915,8.07E-04,3,0,4,0.079215869,5.61E-04,12,195,blue
8405,Yamile Fors Guerra,,33,24,57,35,29,64,9,0.314063904,0.341435705,4.44E-04,3,0,4,0.075000003,1.35E-04,18,46,blue
8406,Margarita Greta Skripnik,,10,21,31,10,23,33,9,0.320269563,0.348096859,8.62E-05,0,0,4,0.05483871,3.72E-05,0,33,purple
8409,Vera Bessonova,,8,8,16,8,8,16,9,0.28802589,0.308120126,1.32E-04,0,0,4,0.045833334,5.79E-05,0,16,purple
8410,Giulia Gasparri,,32,45,77,32,49,81,9,0.324666711,0.356416249,2.49E-04,4,0,4,0.053693693,9.77E-05,0,81,brown
8411,Sarah Beth Askew,,8,22,30,8,24,32,9,0.307822915,0.336477374,6.23E-05,0,0,4,0.05402299,3.50E-05,0,32,purple
8415,Roxane Vaisemberg,,122,65,187,184,86,270,9,0.32522756,0.360632975,8.16E-04,3,0,4,0.093754619,6.73E-04,6,264,blue
8416,Vincenza Ciraolo,,4,19,23,4,20,24,9,0.305727312,0.332161746,8.55E-06,0,0,4,0.049407113,2.19E-05,0,24,purple
8417,Francesca Segarelli,,61,50,111,66,59,125,8,0.328655835,0.360775086,0.001354087,3,0,4,0.054135073,2.39E-04,17,108,blue
8424,Alexandra Grinchishina,,38,57,95,42,63,105,9,0.33684283,0.370277575,6.73E-04,0,0,4,0.052380953,9.86E-05,0,105,purple
8429,Bernadetta Birkas,,14,20,34,15,24,39,10,0.295146216,0.321333641,4.10E-05,0,0,4,0.075604841,7.62E-05,0,39,purple
8430,Tomoyo Takagishi,,38,51,89,41,65,106,9,0.303358949,0.335399014,2.45E-04,5,0,4,0.117787115,1.22E-04,0,106,green
8431,Roxana Alexandru,,0,10,10,0,10,10,9,0.286802179,0.306356339,0,3,0,4072,0.033333335,1.61E-05,0,10,blue
8439,Mailyne Andrieux,,35,37,72,36,47,83,9,0.303678888,0.335223098,1.18E-04,1,0,4,0.134265736,1.53E-04,1,82,red
8440,Michelle Werbrouck,,8,14,22,8,14,22,9,0.298275547,0.320373235,2.98E-05,0,0,4,0.058441557,4.29E-05,0,22,purple
8441,Isabella Robbiani,,55,78,133,68,109,177,8,0.336889195,0.37156136,9.39E-04,3,0,4,0.11163912,2.12E-04,1,176,blue
8442,Silvia Garcia Jimenez,,23,25,48,24,30,54,9,0.313400346,0.342492988,8.52E-05,0,0,4,0.068455137,6.87E-05,0,54,purple
8444,Magali Kempen,,30,16,46,30,16,46,9,0.304396493,0.328651037,2.57E-04,0,0,4,0.039613526,1.18E-04,0,46,purple
8451,Valeria Savinykh,,131,127,258,148,145,293,9,0.336634344,0.378967768,5.51E-04,1,0,4,0.139524162,6.11E-04,18,275,red
8454,Alija Merdeeva,,2,10,12,2,10,12,9,0.289593563,0.308906967,3.38E-06,0,0,4,0.098484851,1.81E-05,0,12,purple
8455,Veronica Cepede Royg,,168,102,270,256,135,391,8,0.335826015,0.374587042,0.001260159,3,0,4,0.096420653,0.001041035,43,348,blue
8460,Quirine Lemoine,,112,71,183,128,80,208,9,0.329873981,0.366937756,5.18E-04,0,0,4,0.065484397,4.49E-04,1,207,purple
8461,Ingrid Gamarra Martins,,15,23,38,17,25,42,9,0.307803559,0.334039431,5.21E-05,3,0,4,0.149206355,5.49E-05,0,42,blue
8462,Jade Lewis,,3,8,11,3,8,11,9,0.272246941,0.292397247,5.92E-05,3,0,4,0.045454547,4.39E-05,0,11,blue
8467,Alexandra Cadantu,,205,153,358,260,192,452,9,0.333719662,0.378491496,0.001429989,0,0,4,0.11165829,0.0011104,86,366,purple
8468,Jennifer Magley,,9,12,21,9,13,22,10,0.275588335,0.301208716,6.08E-05,3,0,4,0.142857149,5.75E-05,0,22,blue
8471,Lina Stanciute,,148,155,303,170,173,343,9,0.340308676,0.384814031,0.001372792,1,0,4,0.091108158,6.52E-04,35,308,red
8473,Biljana Pawlowa Dimitrova,,59,84,143,63,95,158,9,0.335113302,0.37321084,0.001042257,0,0,4,0.056771975,1.99E-04,1,157,purple
8475,Tamara Zidansek,,48,12,60,50,12,62,9,0.291178395,0.315540072,4.60E-05,0,0,4,0.066627704,2.29E-04,0,62,purple
8476,Danijela Tomic,,13,28,41,13,30,43,9,0.311030627,0.337791802,1.16E-04,0,0,4,0.074390247,5.27E-05,0,43,purple
8477,Madura Ranganathan,,7,11,18,8,14,22,9,0.29491505,0.318654523,1.43E-05,5,0,4,0.16544117,3.49E-05,0,22,green
8479,Holly Bagshaw,,7,6,13,7,6,13,10,0.262847017,0.284255963,6.23E-05,4,0,4,0.128205135,4.19E-05,0,13,brown
8480,Vasilisa Bardina,,87,61,148,96,67,163,9,0.299553271,0.332692414,1.99E-04,1,0,4,0.144877121,4.31E-04,34,129,red
8481,Danica Krstajic,,88,61,149,97,65,162,9,0.311584978,0.346432301,2.78E-04,1,0,4,0.100250237,3.79E-04,9,153,red
8482,Melis Sezer,,157,122,279,188,142,330,8,0.354530311,0.395122331,0.002245094,0,0,4,0.043539003,5.79E-04,1,329,purple
8483,Emma Laine,,177,128,305,194,153,347,9,0.332224786,0.374190298,0.001148349,1,0,4,0.092456326,7.28E-04,82,265,red
8488,Rana Sherif Ahmed,,2,8,10,2,9,11,10,0.286861228,0.308065811,4.10E-06,0,0,4,0.088888891,2.48E-05,0,11,purple
8489,Yuka Kuroda,,29,38,67,31,45,76,10,0.301471947,0.332801206,7.76E-05,5,0,4,0.184771821,8.38E-05,0,76,green
8492,Amira Pirovani,,7,12,19,7,13,20,9,0.286760398,0.308007037,4.47E-06,3,0,4,0.283088237,3.38E-05,0,20,blue
8495,Voni Darlina,,11,17,28,11,19,30,9,0.290160047,0.312704574,3.58E-04,5,0,4,0.081538461,4.79E-05,0,30,green
8497,Kateryna Yergina,,18,14,32,18,17,35,9,0.2893197,0.314287579,1.15E-04,3,0,4,0.03125,8.25E-05,0,35,blue
8498,Damira Muminovic,,5,8,13,5,8,13,10,0.283013414,0.303852814,6.19E-05,0,0,4,0.07692308,3.64E-05,0,13,purple
8501,Alina Petras,,6,20,26,6,22,28,9,0.302908416,0.328152472,4.27E-05,0,0,4,0.050769232,2.92E-05,0,28,purple
8502,Yana Buchina,,77,73,150,81,80,161,9,0.335182142,0.371916273,4.68E-04,0,0,4,0.076340996,2.91E-04,2,159,purple
8503,Veronika Stotyka,,11,31,42,11,32,43,9,0.31918362,0.344930282,2.56E-04,0,0,4,0.065621369,4.71E-05,0,43,purple
8507,Barbora Zahlavova Strycova,,247,163,410,339,269,608,9,0.311843027,0.355748983,2.48E-04,1,0,4,0.197872907,0.001806377,324,284,red
8509,Essi Laine,,3,14,17,3,14,17,9,0.290936107,0.314949576,8.66E-06,4,0,4,0.066176474,2.25E-05,2,15,brown
8510,Ana Helena De Moraes Pinto,,4,13,17,4,14,18,9,0.296504937,0.317712275,2.34E-04,3,0,4,0.108333334,3.33E-05,0,18,blue
8511,Camila Aguirri,,6,19,25,6,22,28,9,0.303754266,0.32756911,1.76E-04,3,0,4,0.059782609,4.88E-05,0,28,blue
8512,Edith Ayelen Monzon,,3,10,13,3,13,16,9,0.280339041,0.299054753,3.28E-06,3,0,4,0.307692319,2.48E-05,0,16,blue
8516,Edyta Cieplucha,,14,18,32,14,18,32,9,0.298439215,0.32522634,1.67E-05,0,0,4,0.06280788,6.40E-05,0,32,purple
8518,Cecilia Cardenas,,2,16,18,2,17,19,9,0.29302604,0.315859802,1.37E-05,3,0,4,0.160130724,2.19E-05,0,19,blue
8519,Maya Wakui,,5,11,16,5,12,17,9,0.283587278,0.305148597,2.24E-04,5,0,4,0.087499999,2.84E-05,0,17,green
8524,Sara Cakarevic,,6,11,17,7,11,18,9,0.286156904,0.306826937,1.82E-04,0,0,4,0.036764707,4.08E-05,0,18,purple
8525,Kathinka Von Deichmann,,95,58,153,101,61,162,9,0.32689996,0.362310586,9.90E-04,0,0,4,0.049902152,3.36E-04,12,150,purple
8526,Tatjana Malek,,204,138,342,275,198,473,9,0.317403709,0.359531511,2.53E-04,1,0,4,0.176628619,0.001326982,84,389,red
8527,Vera Aleshcheva,,14,33,47,14,34,48,9,0.316890011,0.344682215,5.43E-04,0,0,4,0.024637681,1.08E-04,0,48,purple
8529,Meghann Shaughnessy,,60,66,126,68,87,155,10,0.285872803,0.319063914,7.18E-05,1,0,4,0.307191133,4.71E-04,143,12,red
8531,Se Hyun Kim,,2,10,12,2,10,12,10,0.265182296,0.2840006,1.17E-04,5,0,4,0.151515156,1.95E-05,0,12,green
8534,Alexis King,,47,42,89,53,43,96,9,0.307359036,0.338594452,3.64E-04,3,0,4,0.081451371,2.09E-04,1,95,blue
8539,Helena Besovic,,22,13,35,23,14,37,10,0.266626723,0.289392075,1.96E-04,3,0,4,0.057932265,1.08E-04,0,37,blue
8540,Ana Paula Neffa De Los Rios,,14,26,40,14,26,40,8,0.307552149,0.333991439,4.60E-04,3,0,4,0.058974359,7.09E-05,0,40,blue
8547,Daniela Hantuchova,,194,117,311,358,271,629,9,0.299975487,0.338618042,1.56E-04,1,0,4,0.292565107,0.002734017,623,6,red
8550,Lioudmila Skavronskaia,,53,54,107,57,62,119,9,0.299425006,0.332510498,6.20E-05,1,0,4,0.180808082,2.34E-04,7,112,red
8552,Mateja Horvat,,11,10,21,11,10,21,9,0.279762245,0.300932844,2.40E-05,0,0,4,0.06666667,5.33E-05,0,21,purple
8553,Paola Iovino,,10,14,24,10,17,27,9,0.285422741,0.307475639,2.15E-04,3,0,4,0.096837945,7.41E-05,0,27,blue
8559,Iana Tishchenko,,8,12,20,8,12,20,9,0.290177248,0.31356851,1.81E-05,0,0,4,0.042105265,3.23E-05,0,20,purple
8560,Sofie Oyen,,83,65,148,98,73,171,9,0.333810693,0.369496166,6.39E-04,0,0,4,0.056384217,3.40E-04,0,171,purple
8561,Nina Khrisanova,,0,11,11,0,11,11,9,0.294138842,0.316064299,0,0,0,4118,0.100000001,1.61E-05,1,10,purple
8562,Andreea Prisacariu,,4,7,11,4,7,11,10,0.278599886,0.298218866,4.24E-05,0,0,4,0.233333334,3.15E-05,0,11,purple
8571,Cho Won Lee,,18,18,36,19,19,38,9,0.287366444,0.312637045,3.79E-05,5,0,4,0.17058824,6.98E-05,0,38,green
8586,Julia Trunk,,2,11,13,2,11,13,10,0.296253707,0.321687582,1.44E-06,0,0,4,0.083333336,1.98E-05,0,13,purple
8587,Brittany Sheed,,8,13,21,8,14,22,9,0.291057201,0.317265107,1.34E-05,5,0,4,0.097619049,3.54E-05,0,22,green
8590,Kaori Onishi,,45,60,105,47,67,114,9,0.32602904,0.361284271,5.52E-04,5,0,4,0.099621288,1.75E-04,0,114,green
8592,Katharina Brown,,36,43,79,36,44,80,9,0.316931046,0.349702969,1.62E-04,0,0,4,0.056776557,1.15E-04,0,80,purple
8593,Constance Sibille,,129,122,251,143,144,287,9,0.34009588,0.382195065,0.001028313,0,0,4,0.076574594,5.02E-04,0,287,purple
8597,Ksenia Pervak,,194,111,305,255,146,401,9,0.318125691,0.358171279,3.04E-04,1,0,4,0.15349029,0.001194651,120,281,red
8598,I Hsuan Hwang,,80,74,154,96,101,197,9,0.315786078,0.351979101,4.49E-04,5,0,4,0.108060934,2.84E-04,4,193,green
8601,Lauren Imre,,2,10,12,2,10,12,9,0.29067696,0.312941858,1.55E-05,3,0,4,0.075757578,2.16E-05,0,12,blue
